,0
2020-08-18,36122.8346
2020-08-19,35959.462
2020-08-20,35847.7141
2020-08-21,36233.4562
2020-08-24,36348.6646
2020-08-25,36454.1763
2020-08-26,36639.8221
2020-08-27,37059.0384
2020-08-28,36124.9155
2020-08-31,35976.1534
2020-09-01,36043.3787
2020-09-02,36282.5599
2020-09-03,36373.3822
2020-09-04,37583.7531
2020-09-07,37482.9758
2020-09-08,37431.2814
2020-09-09,37343.1177
2020-09-10,37483.1934
2020-09-11,37972.921
2020-09-14,37255.7978
2020-09-15,37220.4352
2020-09-16,36449.507
2020-09-17,36983.717
2020-09-18,36907.3303
2020-09-21,37372.6386
2020-09-22,37385.6353
2020-09-23,37209.8907
2020-09-24,38107.1937
2020-09-25,37435.9788
2020-09-28,37952.2906
2020-09-29,37915.0341
2020-09-30,37936.4477
2020-10-01,38001.5009
2020-10-02,37805.1394
2020-10-05,38113.656
2020-10-06,38423.4977
2020-10-07,38143.8933
2020-10-08,38049.4686
2020-10-09,37911.6861
2020-10-12,38050.1077
2020-10-13,38468.5596
2020-10-14,37194.4936
2020-10-15,37166.4322
2020-10-16,36489.1933
2020-10-19,36635.6002
2020-10-20,37416.5057
2020-10-21,36740.127
2020-10-22,36245.5757
2020-10-23,36275.7769
2020-10-26,36213.2743
2020-10-27,36257.3311
2020-10-28,36094.2588
2020-10-29,36718.0484
2020-10-30,36728.9337
2020-11-02,37229.9403
2020-11-03,37255.1344
2020-11-04,36983.9399
2020-11-05,37110.2972
2020-11-06,36694.8662
2020-11-09,36890.245
2020-11-10,37518.9298
2020-11-11,36910.4664
2020-11-12,37233.5938
2020-11-13,37241.7847
2020-11-16,37138.5871
2020-11-17,36810.6233
2020-11-18,36764.6677
2020-11-19,36427.9768
2020-11-20,36616.9323
2020-11-23,36513.6764
2020-11-24,36382.6132
2020-11-25,36751.1213
2020-11-26,36541.4717
2020-11-27,36498.7123
2020-11-30,36464.6183
2020-12-01,36471.8435
2020-12-02,36587.9693
2020-12-03,36772.5228
2020-12-04,36739.3418
2020-12-07,36739.3418
2020-12-08,36739.3418
2020-12-09,36606.1814
2020-12-10,37199.967
2020-12-11,37478.9414
2020-12-14,36885.2034
2020-12-15,36778.3682
2020-12-16,36666.0361
2020-12-17,36719.6199
2020-12-18,36535.0594
2020-12-21,36533.5511
2020-12-22,36801.8617
2020-12-23,36415.6535
2020-12-24,36183.145
2020-12-28,36183.145
2020-12-29,35909.9666
2020-12-30,35924.5155
